Date,Time,"VR VCC 전류 (SVID IOUT) [A]","CPU 패키지 전력 소비 [W]","IA 코어 전력 소비 [W]","시스템 에이전트 전력 소비 [W]","PL1 전력 제한 (Static) [W]","PL2 전력 제한 (Static) [W]","GPU 전력 소비 [W]","GPU 라인 전력 소비 (avg) [W]","GPU PCIe +12V 입력 전력 소비 [W]","GPU 12VHPWR 전력 소비 [W]","GPU Unknown Rail (D6) 전력 소비 (sum) [W]","GPU Core (NVVDD) 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D4) 전력 소비 (sum) [W]","GPU Misc0 입력 전력 소비 (sum) [W]","GPU Unknown Rail (D) 전력 소비 (sum) [W]","GPU Unknown Rail (10) 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","GPU Core (NVVDD) 출력 전력 소비 [W]","나머지 칩 전력 소비 [W]","PCH 전력 소비 [W]","총 전력 소비 [W]",
12.11.2025,8:11:51.366,43.501,30.816,23.222,3.187,250.0,250.0,77.139,23.005,8.758,72.673,50.263,31.164,19.099,30.787,5.986,0.653,5.333,5.333,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:11:52.370,23.110,34.206,26.485,3.226,250.0,250.0,80.670,42.599,8.787,72.689,50.299,31.193,19.106,30.816,103.866,31.679,72.187,5.367,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:11:53.382,27.188,33.090,25.392,3.238,250.0,250.0,78.326,23.362,8.802,73.895,51.065,31.663,19.402,31.274,6.065,0.678,5.387,5.384,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:11:54.394,38.063,32.540,24.905,3.216,250.0,250.0,81.083,23.413,8.766,74.226,51.233,31.772,19.461,31.395,5.979,0.655,5.324,5.324,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:11:55.387,19.032,32.008,24.248,3.285,250.0,250.0,80.042,26.761,8.788,72.743,50.352,31.216,19.136,30.839,24.434,3.259,21.175,5.664,0.000,0.000,2.125,0.000,31.0,
12.11.2025,8:11:56.396,19.032,33.499,25.780,3.230,250.0,250.0,78.606,23.443,8.773,74.279,51.278,31.803,19.475,31.414,5.996,0.621,5.375,5.418,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:11:57.395,17.672,30.795,23.139,3.201,250.0,250.0,81.994,19.759,8.739,60.199,42.612,26.427,16.185,26.110,5.991,0.657,5.334,5.333,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:11:58.386,28.547,30.643,22.978,3.188,250.0,250.0,79.451,23.820,8.802,75.606,52.111,32.312,19.799,31.923,6.107,0.697,5.410,5.435,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:11:59.395,19.032,30.491,22.891,3.195,250.0,250.0,82.820,20.068,8.801,61.302,43.347,26.876,16.471,26.559,5.987,0.654,5.333,5.350,0.000,0.000,0.000,0.375,31.0,
12.11.2025,8:12:0.385,17.672,32.937,25.205,3.228,250.0,250.0,79.189,29.845,8.927,73.192,50.686,31.433,19.253,31.056,39.290,14.266,25.024,5.324,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:1.396,29.907,31.889,24.227,3.235,250.0,250.0,79.066,28.997,8.833,71.762,49.751,30.845,18.906,30.481,36.939,4.826,32.113,5.511,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:2.395,25.829,32.144,24.415,3.270,250.0,250.0,78.616,23.156,8.826,73.103,50.590,31.371,19.219,30.982,6.034,0.664,5.370,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:3.395,35.344,32.928,25.228,3.209,250.0,250.0,82.038,23.288,8.800,73.669,50.924,31.578,19.346,31.189,6.006,0.656,5.350,5.358,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:4.389,33.985,31.364,23.659,3.219,250.0,250.0,78.747,46.904,8.801,73.723,50.950,31.591,19.359,31.202,123.956,34.198,89.758,5.502,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:5.382,31.266,33.742,26.048,3.272,250.0,250.0,77.991,26.001,8.835,73.232,50.657,31.413,19.244,31.036,20.077,2.817,17.260,5.435,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:6.382,24.469,30.806,23.167,3.191,250.0,250.0,77.931,23.543,8.814,74.597,51.512,31.949,19.563,31.559,6.019,0.618,5.401,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:7.396,32.625,31.206,23.507,3.220,250.0,250.0,81.925,37.990,8.783,69.259,48.196,29.885,18.311,29.520,67.330,25.149,42.181,41.282,0.001,0.000,0.000,0.000,31.0,
12.11.2025,8:12:8.389,31.266,29.717,22.038,3.216,250.0,250.0,78.343,39.813,8.814,76.604,52.748,32.704,20.044,32.315,84.705,17.820,66.885,5.494,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:9.382,24.469,32.481,24.819,3.197,250.0,250.0,78.760,23.105,8.814,72.945,50.476,31.307,19.169,30.930,6.010,0.617,5.393,5.393,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:10.392,27.188,31.411,23.763,3.187,250.0,250.0,79.686,22.958,8.852,72.374,50.152,31.103,19.049,30.726,5.977,0.610,5.367,5.367,0.000,0.000,0.000,0.500,31.0,
12.11.2025,8:12:11.386,29.907,30.258,22.643,3.186,250.0,250.0,79.098,24.560,8.780,72.242,50.034,31.020,19.014,30.643,14.188,1.945,12.243,5.486,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:12.382,23.110,33.744,26.016,3.224,250.0,250.0,78.596,23.478,8.751,74.383,51.334,31.831,19.503,31.442,6.068,0.666,5.402,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:13.394,27.188,29.748,22.114,3.175,250.0,250.0,82.227,31.894,8.754,72.900,50.407,31.258,19.149,30.882,49.997,6.600,43.397,5.597,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:14.392,16.313,32.731,25.090,3.190,250.0,250.0,77.986,22.907,8.791,72.140,49.966,30.980,18.986,30.615,6.097,0.660,5.437,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:15.393,24.469,33.656,25.895,3.236,250.0,250.0,81.416,25.902,8.767,40.600,30.575,18.960,11.615,18.728,6.041,0.615,5.426,117.698,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:16.387,19.032,32.898,25.246,3.213,250.0,250.0,78.400,36.465,8.812,72.438,50.165,31.101,19.064,30.724,73.326,13.936,59.390,5.698,0.000,0.000,2.250,0.000,31.0,
12.11.2025,8:12:17.390,23.110,32.278,24.650,3.191,250.0,250.0,77.653,23.185,8.778,73.260,50.648,31.410,19.238,31.033,6.026,0.616,5.410,5.435,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:18.393,21.750,29.510,21.803,3.197,250.0,250.0,80.945,23.120,8.765,73.067,50.509,31.326,19.183,30.949,6.010,0.634,5.376,5.384,0.001,0.000,0.000,0.000,31.0,
12.11.2025,8:12:19.389,21.750,31.906,24.207,3.200,250.0,250.0,78.003,22.987,8.738,72.434,50.103,31.073,19.030,30.696,6.153,0.689,5.464,5.494,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:20.385,28.547,30.935,23.288,3.197,250.0,250.0,78.774,23.228,8.776,73.417,50.742,31.469,19.273,31.092,6.055,0.651,5.404,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:21.396,20.391,31.694,24.035,3.202,250.0,250.0,78.670,22.874,8.791,72.109,49.941,30.971,18.970,30.594,5.987,0.612,5.375,5.393,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:22.395,23.110,35.021,27.295,3.236,250.0,250.0,77.403,23.396,8.875,73.971,51.152,31.717,19.435,31.328,6.047,0.651,5.396,5.393,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:23.391,23.110,35.021,27.295,3.236,250.0,250.0,82.105,46.822,8.896,73.071,50.602,31.380,19.222,30.991,124.169,34.134,90.035,5.724,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:24.390,29.907,32.471,24.834,3.195,250.0,250.0,78.608,22.937,8.874,72.223,50.062,31.040,19.022,30.675,6.034,0.624,5.410,5.410,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:25.394,27.188,33.451,25.739,3.226,250.0,250.0,78.327,22.701,8.829,71.313,49.478,30.682,18.796,30.317,6.095,0.656,5.439,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:26.393,27.188,32.208,24.505,3.244,250.0,250.0,80.585,25.327,8.726,59.687,42.278,26.214,16.064,25.898,6.192,0.817,5.375,62.016,0.000,0.000,0.375,0.000,31.0,
12.11.2025,8:12:27.391,28.547,32.211,24.504,3.218,250.0,250.0,79.668,22.846,8.774,71.929,49.828,30.896,18.932,30.532,6.061,0.617,5.444,5.444,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:28.386,31.266,30.869,23.292,3.185,250.0,250.0,77.754,22.883,8.766,72.101,49.927,30.958,18.969,30.581,6.062,0.660,5.402,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:29.384,21.750,31.493,23.849,3.184,250.0,250.0,81.296,46.666,8.765,72.312,50.034,31.022,19.012,30.658,124.545,34.414,90.131,5.766,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:30.386,27.188,30.930,23.285,3.167,250.0,250.0,78.507,23.105,8.766,72.891,50.414,31.270,19.144,30.893,6.118,0.680,5.438,5.435,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:31.384,27.188,34.279,26.595,3.230,250.0,250.0,80.158,23.361,8.839,73.805,51.025,31.641,19.384,31.252,6.117,0.690,5.427,5.426,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:32.382,25.829,32.878,25.104,3.318,250.0,250.0,78.382,23.038,8.772,72.724,50.318,31.207,19.111,30.830,6.005,0.612,5.393,5.410,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:33.383,33.985,36.368,28.544,3.291,250.0,250.0,78.919,23.169,8.800,73.145,50.603,31.376,19.227,30.999,6.050,0.615,5.435,5.435,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:34.382,21.750,34.242,26.336,3.429,250.0,250.0,81.781,24.994,8.781,73.844,51.035,31.650,19.385,31.261,14.158,1.860,12.298,5.664,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:35.383,23.110,33.261,25.426,3.355,250.0,250.0,80.110,19.848,8.754,60.472,42.800,26.532,16.268,26.216,6.012,0.611,5.401,5.410,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:36.392,38.063,33.709,25.929,3.305,250.0,250.0,75.615,21.535,8.750,66.934,46.739,28.982,17.757,28.629,6.060,0.616,5.444,5.435,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:37.392,29.907,36.180,28.160,3.541,250.0,250.0,76.048,21.668,8.773,67.444,47.064,29.187,17.877,28.835,6.034,0.616,5.418,5.435,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:38.392,29.907,41.213,33.280,3.399,250.0,250.0,76.350,21.924,8.801,68.329,47.633,29.541,18.092,29.188,6.113,0.657,5.456,5.426,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:39.396,29.907,37.578,29.732,3.372,250.0,250.0,79.008,43.300,8.762,66.767,46.642,28.922,17.720,28.581,115.102,32.796,82.306,5.401,0.000,0.000,0.000,0.000,31.0,
12.11.2025,8:12:40.383,33.985,35.730,27.883,3.345,250.0,250.0,76.161,21.637,8.762,66.956,46.750,28.986,17.764,28.646,6.435,0.669,5.766,5.639,0.000,0.000,2.125,0.000,31.0,
12.11.2025,8:12:41.384,35.344,34.668,26.801,3.377,250.0,250.0,75.797,21.714,8.787,67.539,47.139,29.232,17.907,28.879,6.094,0.633,5.461,5.470,0.001,0.000,0.000,0.000,31.0,
12.11.2025,8:12:42.384,25.829,37.531,29.597,3.427,250.0,250.0,76.099,22.096,8.774,69.070,48.065,29.802,18.263,29.449,6.051,0.616,5.435,5.435,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:12:43.385,29.907,36.542,28.436,3.519,250.0,250.0,79.753,27.721,8.757,66.730,46.610,28.897,17.713,28.557,37.100,4.486,32.614,5.741,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:12:44.389,27.188,35.836,27.915,3.432,250.0,250.0,72.667,21.552,8.809,66.975,46.800,29.019,17.781,28.667,6.018,0.617,5.401,5.435,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:12:45.391,19.032,35.533,27.543,3.451,250.0,250.0,72.938,21.569,8.858,66.964,46.824,29.039,17.785,28.686,6.042,0.616,5.426,5.452,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:12:46.392,38.063,42.787,34.420,3.729,250.0,250.0,73.562,12.880,8.815,33.558,26.278,16.297,9.981,16.102,6.192,0.630,5.562,5.384,0.000,0.000,2.250,2.500,20.0,
12.11.2025,8:12:47.391,57.095,34.852,27.103,3.265,250.0,250.0,69.212,13.402,8.767,35.696,27.572,17.095,10.477,16.887,6.061,0.617,5.444,5.401,0.000,0.000,2.250,2.500,20.0,
12.11.2025,8:12:48.393,73.407,81.147,71.903,4.217,250.0,250.0,70.171,12.851,8.719,33.647,26.281,16.299,9.982,16.103,6.050,0.615,5.435,5.375,0.000,0.000,2.625,0.000,20.0,
12.11.2025,8:12:49.389,80.204,95.203,85.550,4.506,250.0,250.0,70.676,21.319,8.739,66.202,46.265,28.683,17.582,28.342,5.995,0.611,5.384,5.384,0.000,0.000,2.250,2.500,20.0,
12.11.2025,8:12:50.389,44.860,95.808,85.697,4.769,250.0,250.0,70.676,21.319,8.739,66.202,46.265,28.683,17.582,28.342,5.995,0.611,5.384,5.384,0.000,0.000,0.000,2.625,20.0,
12.11.2025,8:12:51.387,77.486,58.993,49.697,4.248,250.0,250.0,69.798,16.940,8.729,49.380,35.958,22.294,13.664,22.026,5.984,0.609,5.375,5.375,0.000,0.000,0.125,0.000,20.0,
12.11.2025,8:12:52.385,59.813,85.668,75.854,4.633,250.0,250.0,57.245,10.535,4.479,29.153,20.863,12.938,7.925,12.779,5.947,0.623,5.324,5.324,0.001,0.000,2.625,2.625,20.0,
12.11.2025,8:12:53.395,93.798,65.625,55.789,4.133,250.0,250.0,76.459,50.713,8.928,89.364,60.713,37.652,23.061,37.202,120.992,33.649,87.343,8.224,0.000,0.003,2.125,1.625,20.0,
12.11.2025,8:12:54.392,92.439,108.690,98.066,4.746,250.0,250.0,93.696,46.820,8.987,90.254,61.295,38.004,23.291,37.554,100.228,25.648,74.580,8.360,0.001,0.000,0.000,0.000,20.0,
12.11.2025,8:12:55.385,29.907,91.807,82.257,4.404,250.0,250.0,90.297,46.885,8.791,77.117,53.066,32.903,20.163,32.513,119.199,32.584,86.615,5.901,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:12:56.383,24.469,90.557,81.512,4.142,250.0,250.0,80.934,23.240,8.811,73.014,50.513,31.324,19.189,30.947,6.452,0.686,5.766,5.693,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:12:57.385,23.110,37.055,29.195,3.310,250.0,250.0,83.042,19.238,8.768,57.976,41.296,25.609,15.687,25.292,6.124,0.622,5.502,5.502,0.000,0.000,0.000,0.750,20.0,
12.11.2025,8:12:58.385,33.985,32.677,24.929,3.298,250.0,250.0,81.329,47.251,8.788,74.343,51.339,31.830,19.509,31.441,124.721,34.579,90.142,5.818,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:12:59.383,44.860,31.059,23.362,3.229,250.0,250.0,79.128,23.540,8.804,74.518,51.456,31.903,19.553,31.525,6.089,0.628,5.461,5.461,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:0.395,27.188,35.418,27.421,3.469,250.0,250.0,82.390,28.564,8.800,58.461,41.557,25.774,15.783,25.458,6.521,0.879,5.642,96.769,0.000,0.000,0.125,0.000,20.0,
12.11.2025,8:13:1.391,24.469,36.489,28.430,3.521,250.0,250.0,78.668,23.987,8.813,76.157,52.483,32.548,19.935,32.146,6.134,0.632,5.502,5.520,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:2.389,29.907,33.962,26.211,3.320,250.0,250.0,75.253,23.886,8.801,75.923,52.314,32.444,19.870,32.055,6.004,0.611,5.393,5.444,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:3.395,27.188,34.843,27.185,3.199,250.0,250.0,82.337,23.815,8.730,75.445,51.973,32.237,19.736,31.848,6.315,0.690,5.625,5.554,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:4.395,20.391,31.066,23.112,3.455,250.0,250.0,78.771,18.494,8.737,55.253,39.574,24.542,15.032,24.249,6.057,0.622,5.435,5.444,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:5.393,24.469,32.763,25.044,3.229,250.0,250.0,79.024,23.656,8.740,74.987,51.710,32.069,19.641,31.680,6.111,0.625,5.486,5.511,0.000,0.000,0.250,0.000,20.0,
12.11.2025,8:13:6.393,31.266,33.558,25.808,3.290,250.0,250.0,78.525,23.388,8.742,74.024,51.101,31.692,19.409,31.303,6.083,0.622,5.461,5.444,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:7.394,24.469,39.264,31.136,3.596,250.0,250.0,81.672,47.502,8.771,75.540,52.060,32.290,19.770,31.900,124.469,34.627,89.842,5.750,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:8.392,24.469,37.473,29.459,3.490,250.0,250.0,78.902,23.794,8.799,75.484,52.043,32.271,19.772,31.882,6.092,0.622,5.470,5.502,0.000,0.000,0.000,0.750,20.0,
12.11.2025,8:13:9.394,25.829,36.820,28.925,3.435,250.0,250.0,81.799,27.215,8.824,67.101,46.892,29.072,17.820,28.719,6.072,0.637,5.435,61.576,0.001,0.000,0.000,0.000,20.0,
12.11.2025,8:13:10.392,23.110,39.745,31.636,3.531,250.0,250.0,80.194,23.151,8.764,73.045,50.505,31.320,19.185,30.943,6.120,0.626,5.494,5.511,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:11.390,27.188,37.499,29.724,3.286,250.0,250.0,82.223,40.945,8.815,75.083,51.805,32.116,19.689,31.727,92.205,21.190,71.015,5.801,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:12.389,38.063,34.898,27.141,3.303,250.0,250.0,78.746,22.869,8.750,72.020,49.852,30.918,18.934,30.541,6.098,0.620,5.478,5.478,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:13.385,29.907,39.412,31.556,3.368,250.0,250.0,81.537,22.637,8.754,71.125,49.350,30.601,18.749,30.224,6.060,0.616,5.444,5.444,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:14.396,25.829,35.207,27.459,3.276,250.0,250.0,78.469,23.246,8.762,73.252,50.627,31.397,19.230,31.021,6.317,0.707,5.610,5.537,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:15.381,23.110,38.765,30.895,3.351,250.0,250.0,82.059,23.817,8.792,75.576,52.115,32.318,19.797,31.917,6.090,0.620,5.470,5.470,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:16.395,24.469,37.117,29.373,3.288,250.0,250.0,79.424,46.656,8.802,72.653,50.291,31.184,19.107,30.807,124.070,34.400,89.670,5.571,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:17.391,24.469,38.513,30.723,3.332,250.0,250.0,78.882,23.786,8.798,75.444,52.033,32.267,19.766,31.877,6.099,0.621,5.478,5.478,0.000,0.000,0.000,0.500,20.0,
12.11.2025,8:13:18.389,28.547,37.445,29.721,3.263,250.0,250.0,82.761,45.033,8.803,72.345,50.093,31.061,19.032,30.684,116.293,33.120,83.173,5.724,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:19.387,31.266,33.842,25.970,3.355,250.0,250.0,78.664,22.902,8.827,71.953,49.882,30.927,18.955,30.562,6.202,0.688,5.514,5.511,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:20.387,21.750,36.179,28.356,3.296,250.0,250.0,81.680,30.021,8.742,71.236,49.391,30.624,18.767,30.247,6.226,0.765,5.461,78.753,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:21.383,33.985,42.420,34.448,3.445,250.0,250.0,78.109,23.014,8.766,72.420,50.117,31.077,19.040,30.700,6.231,0.700,5.531,5.554,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:22.383,35.344,38.251,30.180,3.552,250.0,250.0,78.039,23.142,8.790,72.922,50.444,31.271,19.173,30.894,6.195,0.690,5.505,5.537,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:23.384,42.141,41.761,33.637,3.477,250.0,250.0,78.332,22.896,8.776,72.089,49.915,30.951,18.964,30.586,6.103,0.625,5.478,5.478,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:24.383,25.829,37.039,29.285,3.298,250.0,250.0,79.317,36.664,8.839,74.250,51.316,31.822,19.494,31.445,71.796,13.116,58.680,5.877,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:25.396,32.625,37.926,29.906,3.475,250.0,250.0,78.903,23.404,8.802,73.904,51.073,31.673,19.400,31.284,6.190,0.685,5.505,5.528,0.000,0.000,0.000,0.250,20.0,
12.11.2025,8:13:26.393,58.454,41.181,33.213,3.475,250.0,250.0,81.584,22.934,8.781,72.143,49.945,30.966,18.979,30.601,6.208,0.694,5.514,5.511,0.000,0.000,0.000,2.000,20.0,
12.11.2025,8:13:27.390,51.657,67.597,58.937,3.966,250.0,250.0,76.702,31.280,8.777,60.617,42.857,26.573,16.284,26.257,30.110,9.526,20.584,71.214,0.000,0.000,0.375,2.250,20.0,
12.11.2025,8:13:28.388,51.657,87.084,78.070,4.235,250.0,250.0,79.152,35.072,8.767,62.296,43.904,27.229,16.675,26.900,37.637,13.523,24.114,89.674,0.000,0.000,0.000,1.250,20.0,
12.11.2025,8:13:29.386,28.547,71.134,62.422,4.006,250.0,250.0,79.879,46.413,8.814,71.577,49.629,30.779,18.850,30.402,124.239,34.407,89.832,5.597,0.000,0.000,0.875,0.875,20.0,
12.11.2025,8:13:30.387,24.469,59.399,50.907,3.841,250.0,250.0,78.733,23.587,8.792,74.627,51.506,31.937,19.569,31.560,6.193,0.696,5.497,5.494,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:31.382,38.063,64.535,56.258,3.685,250.0,250.0,76.049,13.464,8.782,35.558,27.494,17.051,10.443,16.844,6.370,0.646,5.724,5.724,0.000,0.000,2.375,2.500,20.0,
12.11.2025,8:13:32.396,28.547,92.756,83.431,4.328,250.0,250.0,81.878,46.775,8.859,72.736,50.376,31.230,19.146,30.853,124.425,34.461,89.964,5.698,0.000,0.000,0.000,0.375,20.0,
12.11.2025,8:13:33.395,21.750,47.597,39.178,3.794,250.0,250.0,78.678,23.082,8.825,72.665,50.299,31.198,19.101,30.821,6.202,0.688,5.514,5.511,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:34.394,32.625,43.170,35.062,3.602,250.0,250.0,77.588,20.814,8.815,64.049,45.021,27.916,17.105,27.588,6.090,0.620,5.470,5.470,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:35.394,23.110,40.277,32.166,3.465,250.0,250.0,81.944,22.642,8.789,71.005,49.260,30.546,18.714,30.181,6.209,0.695,5.514,5.511,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:36.391,29.907,39.098,31.197,3.416,250.0,250.0,77.961,23.065,8.789,72.703,50.294,31.188,19.106,30.811,6.129,0.643,5.486,5.502,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:37.388,23.110,35.100,27.234,3.436,250.0,250.0,81.966,25.019,8.874,73.858,51.070,31.664,19.406,31.287,14.189,1.872,12.317,5.648,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:38.390,35.344,33.865,26.053,3.337,250.0,250.0,78.642,23.126,8.791,72.904,50.424,31.273,19.151,30.896,6.158,0.671,5.487,5.502,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:39.390,27.188,36.513,28.494,3.496,250.0,250.0,81.251,45.533,8.771,57.899,41.186,25.532,15.654,25.228,16.497,4.304,12.193,248.062,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:40.388,32.625,41.363,33.216,3.612,250.0,250.0,78.339,24.819,8.910,73.050,50.596,31.379,19.217,31.002,14.194,1.857,12.337,5.648,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:41.382,50.298,39.170,31.052,3.600,250.0,250.0,78.246,23.065,8.839,72.613,50.290,31.183,19.107,30.806,6.146,0.644,5.502,5.520,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:42.384,24.469,42.336,34.130,3.703,250.0,250.0,77.971,23.432,8.801,73.997,51.124,31.696,19.428,31.319,6.215,0.693,5.522,5.528,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:43.396,36.704,39.950,31.664,3.694,250.0,250.0,81.421,29.420,8.766,43.483,32.351,20.059,12.292,19.815,6.108,0.622,5.486,145.213,0.000,0.000,0.000,1.125,20.0,
12.11.2025,8:13:44.397,27.188,40.621,32.351,3.729,250.0,250.0,79.061,42.195,8.760,72.333,50.043,31.029,19.014,30.665,102.267,26.726,75.541,5.571,0.000,0.000,0.000,2.500,20.0,
12.11.2025,8:13:45.392,35.344,40.032,31.764,3.692,250.0,250.0,78.118,22.950,8.787,72.211,50.003,31.013,18.990,30.636,6.167,0.639,5.528,5.528,0.000,0.000,0.000,0.875,20.0,
12.11.2025,8:13:46.389,33.985,46.787,38.262,3.902,250.0,250.0,78.385,22.913,8.785,72.108,49.924,30.958,18.966,30.581,6.146,0.626,5.520,5.520,0.001,0.000,0.375,0.000,20.0,
12.11.2025,8:13:47.382,27.188,42.585,34.188,3.807,250.0,250.0,78.846,23.323,8.837,73.639,50.914,31.572,19.342,31.195,6.117,0.623,5.494,5.494,0.000,0.000,0.000,0.500,20.0,
12.11.2025,8:13:48.394,42.141,40.831,32.663,3.629,250.0,250.0,78.540,23.190,8.800,73.092,50.560,31.352,19.208,30.963,6.187,0.633,5.554,5.554,0.000,0.000,1.875,0.000,20.0,
12.11.2025,8:13:49.392,21.750,37.027,29.009,3.477,250.0,250.0,82.315,37.253,8.788,68.493,47.726,29.592,18.134,29.239,6.109,0.623,5.486,158.338,0.000,0.000,0.000,0.000,20.0,
12.11.2025,8:13:50.396,31.266,35.547,27.592,3.499,250.0,250.0,79.105,23.446,8.836,73.893,51.081,31.675,19.406,31.286,6.354,0.708,5.646,5.571,0.000,0.000,0.375,0.000,20.0,
12.11.2025,8:13:51.391,31.266,35.758,27.826,3.448,250.0,250.0,80.509,23.332,8.813,73.668,50.932,31.583,19.349,31.194,6.137,0.626,5.511,5.511,0.000,0.000,0.000,2.375,20.0,
12.11.2025,8:13:52.391,44.860,39.200,31.125,3.549,250.0,250.0,80.676,23.779,8.873,75.058,51.813,32.126,19.687,31.749,6.417,0.733,5.684,5.648,0.001,0.000,0.000,0.000,20.0,
12.11.2025,8:13:53.395,25.829,38.900,30.911,3.488,250.0,250.0,79.101,23.125,8.846,72.825,50.411,31.265,19.146,30.888,6.165,0.628,5.537,5.537,0.000,0.000,0.000,2.500,20.0,
12.11.2025,8:13:54.393,33.985,34.767,26.941,3.354,250.0,250.0,79.535,21.843,8.829,67.965,47.420,29.400,18.020,29.048,6.124,0.622,5.502,5.502,0.001,0.000,0.125,0.000,20.0,
12.11.2025,8:13:55.393,21.750,34.485,26.464,3.501,250.0,250.0,78.523,40.085,8.892,67.736,47.325,29.336,17.989,28.983,97.554,30.543,67.011,5.486,0.000,0.000,0.000,0.000,20.0,
